AspNetRoles.Id
SaleInvoiceDetail.RequestDetailId
SaleInvoiceDetail.SampleNo
SaleInvoiceDetail.CreatedBy
SaleInvoiceDetail.CreatedOn
SaleInvoiceDetail.IsActive
SaleInvoiceDetail.TestProfileId
SaleInvoiceDetail.DiscountType
SaleInvoiceDetail.DiscountValue
SampleRejectionReasonMaster.Id
SampleRejectionReasonMaster.Code
SampleRejectionReasonMaster.Name
SampleRejectionReasonMaster.Category
SampleRejectionReasonMaster.IsActive
SampleRejectionReasonMaster.CreatedBy
SampleRejectionReasonMaster.CreatedOn
SampleRejectionReasonMaster.ModifiedBy
SampleRejectionReasonMaster.ModifiedOn
SampleTypeMaster.Id
SampleTypeMaster.Code
SampleTypeMaster.Name
SampleTypeMaster.IsActive
SampleTypeMaster.CreatedBy
SampleTypeMaster.CreatedOn
SampleTypeMaster.ModifiedBy
SampleTypeMaster.ModifiedOn
TestCategoryMaster.Id
TestCategoryMaster.Code
TestCategoryMaster.Name
TestCategoryMaster.IsActive
TestCategoryMaster.CreatedBy
TestCategoryMaster.CreatedOn
TestCategoryMaster.ModifiedBy
TestCategoryMaster.ModifiedOn
TestGroupMaster.Id
TestGroupMaster.Code
TestGroupMaster.Name
TestGroupMaster.SpecimenTag
TestGroupMaster.IsActive
TestGroupMaster.CreatedBy
TestGroupMaster.CreatedOn
TestGroupMaster.ModifiedBy
TestGroupMaster.ModifiedOn
TestMappingMaster.Id
TestMappingMaster.HISParamCode
TestMappingMaster.HISParamDescription
TestMappingMaster.SpecimenCode
TestMappingMaster.SpecimenName
TestMappingMaster.LISTestCode
TestMappingMaster.LISTestCodeDescription
TestMappingMaster.IsActive
TestMappingMaster.CreatedBy
TestMappingMaster.CreatedOn
TestMappingMaster.GroupName
TestMappingMaster.EquipmentId
TestParameterMappingMaster.Id
TestParameterMappingMaster.HisTestId
TestParameterMappingMaster.HisParameterId
TestParameterMappingMaster.IsActive
TestParameterMappingMaster.CreatedBy
TestParameterMappingMaster.CreatedOn
TestParameters.Id
TestParameters.HISParamCode
TestParameters.HISParamName
TestParameters.HISTestCode
TestParameters.CreatedBy
TestParameters.CreatedOn
TestParameters.TestRequestDetailsId
TestProfileDetail.Id
TestProfileDetail.TestProfileId
TestProfileDetail.TestId
TestProfileDetail.Quantity
TestProfileMaster.Id
TestProfileMaster.Code
TestProfileMaster.Name
TestProfileMaster.PackageRate
TestProfileMaster.IsActive
TestProfileMaster.CreatedBy
TestProfileMaster.CreatedOn
TestProfileMaster.ModifiedBy
TestProfileMaster.ModifiedOn
TestRateMaster.Id
TestRateMaster.TestId
TestRateMaster.Rate
TestRateMaster.EmergencyRate
TestRateMaster.DiscountPercent
TestRateMaster.TaxPercent
TestRateMaster.RateType
TestRateMaster.CorporateId
TestRateMaster.ReferralDoctorId
TestRateMaster.TestProfileId
TestRateMaster.EffectiveStart
TestRateMaster.EffectiveEnd
TestRateMaster.IsActive
TestRateMaster.CreatedBy
TestRateMaster.CreatedOn
TestRateMaster.ModifiedBy
TestRateMaster.ModifiedOn
TestRequestDetails.Id
TestRequestDetails.SampleNo
TestRequestDetails.HISTestCode
TestRequestDetails.HISTestName
TestRequestDetails.SampleCollectionDate
TestRequestDetails.SampleReceivedDate
TestRequestDetails.SpecimenCode
TestRequestDetails.SpecimenName
TestRequestDetails.CreatedBy
TestRequestDetails.CreatedOn
TestRequestDetails.ReportStatus
TestRequestDetails.IPNo
TestRequestDetails.BedNo
TestRequestDetails.MRNo
TestRequestDetails.HISRequestId
TestRequestDetails.HISRequestNo
TestRequestDetails.DepartmentId
TestRequestDetails.Department
TestRequestDetails.PatientId
TestRequestDetails.CollectedBy
TestRequestDetails.CollectedRemarks
TestRequestDetails.ReceivedBy
TestRequestDetails.ReceivedRemarks
TestRequestDetails.PatientVisitId
TestResultDetails.Id
TestResultDetails.LISParamCode
TestResultDetails.ParamValue
TestResultDetails.ParamUnit
TestResultDetails.CreatedBy
TestResultDetails.CreatedOn
TestResultDetails.TestResultId
TestResultDetails.HISParamCode
TestResults.Id
TestResults.SampleNo
TestResults.HISTestCode
TestResults.LISTestCode
TestResults.SpecimenCode
TestResults.SpecimenName
TestResults.ResultDate
TestResults.SampleCollectionDate
TestResults.SampleReceivedDate
TestResults.AuthorizationDate
TestResults.AuthorizedBy
TestResults.ReviewDate
TestResults.ReviewedBy
TestResults.TechnicianNote
TestResults.DoctorNote
TestResults.CreatedBy
TestResults.CreatedOn
TestResults.PatientId
TestResults.TestRequestId
TestResults.EquipmentId
UnitMaster.Id
UnitMaster.Code
UnitMaster.Name
UnitMaster.IsActive
UnitMaster.CreatedBy
UnitMaster.CreatedOn
UnitMaster.ModifiedBy
UnitMaster.ModifiedOn
UserApplicationMappings.Id
UserApplicationMappings.ClientApplicationId
UserApplicationMappings.UserId
UserModules.Id
UserModules.Name
UserModules.Url
UserModules.Order
UserModules.ApplicationId
UserModules.IsSyatem
